payment_id,customer_id,rental_id,amount,payment_date
25732,317,4138,0.99,2017-04-07 06:45:39-04
25733,317,4177,8.99,2017-04-07 08:41:02-04
25734,317,4700,0.99,2017-04-08 10:05:47-04
25735,317,5548,0.99,2017-04-10 01:25:11-04
25736,317,5942,7.99,2017-04-10 21:15:43-04
25737,317,7309,2.99,2017-04-27 11:28:55-04
25738,317,8062,2.99,2017-04-28 15:43:32-04
25739,317,8327,2.99,2017-04-29 02:29:18-04
25740,317,8458,4.99,2017-04-29 06:33:35-04
25741,317,9110,2.99,2017-04-30 07:34:08-04
25742,317,9513,4.99,2017-04-30 22:56:56-04
25743,317,9770,8.99,2017-04-30 08:21:06-04
25744,318,3732,4.99,2017-04-06 10:02:03-04
25745,318,3974,2.99,2017-04-06 21:27:42-04
25746,318,4356,8.99,2017-04-07 17:49:48-04
25747,318,7649,0.99,2017-04-28 00:05:52-04
25748,318,7853,0.99,2017-04-28 08:05:04-04
25749,318,10023,5.99,2017-04-30 16:54:17-04
25750,319,4119,3.99,2017-04-07 05:34:29-04
25751,319,4295,2.99,2017-04-07 14:37:17-04
25752,319,4630,4.99,2017-04-08 07:02:04-04
25753,319,5791,8.99,2017-04-10 12:44:48-04
25754,319,5882,2.99,2017-04-10 17:49:00-04
25755,319,6132,2.99,2017-04-11 06:53:10-04
25756,319,6195,4.99,2017-04-11 10:28:58-04
25757,319,6255,4.99,2017-04-11 13:39:59-04
25758,319,6485,6.99,2017-04-12 00:36:25-04
25759,319,7953,2.99,2017-04-28 11:52:58-04
25760,319,9017,4.99,2017-04-30 03:54:46-04
25761,319,9044,0.99,2017-04-30 05:03:47-04
25762,320,3519,0.99,2017-04-05 23:25:55-04
25763,320,3756,4.99,2017-04-06 11:09:04-04
25764,320,4173,2.99,2017-04-07 08:25:52-04
25765,320,7057,4.99,2017-04-27 02:18:29-04
25766,320,7064,3.99,2017-04-27 02:21:55-04
25767,320,7930,4.99,2017-04-28 10:49:34-04
25768,320,8144,4.99,2017-04-28 18:59:21-04
25769,320,8235,4.99,2017-04-28 22:51:22-04
25770,320,8238,0.99,2017-04-28 22:58:32-04
25771,320,8794,4.99,2017-04-29 19:28:04-04
25772,320,9509,0.99,2017-04-30 22:51:08-04
25773,321,3901,5.99,2017-04-06 17:53:21-04
25774,321,3920,4.99,2017-04-06 18:55:06-04
25775,321,4281,4.99,2017-04-07 13:46:16-04
25776,321,4318,5.99,2017-04-07 16:16:16-04
25777,321,5202,2.99,2017-04-09 09:22:14-04
25778,321,5867,8.99,2017-04-10 17:07:27-04
25779,321,6190,2.99,2017-04-11 10:04:44-04
25780,321,6859,5.99,2017-04-12 18:22:23-04
25781,321,8685,6.99,2017-04-29 14:45:31-04
25782,321,9981,0.99,2017-04-30 15:36:57-04
25783,322,3478,0.99,2017-04-05 21:34:10-04
25784,322,3627,1.99,2017-04-06 04:47:51-04
25785,322,3646,4.99,2017-04-06 05:57:25-04
25786,322,6033,2.99,2017-04-11 01:28:00-04
25787,322,6511,3.99,2017-04-12 02:07:55-04
25788,322,6673,0.99,2017-04-12 10:19:22-04
25789,322,6709,4.99,2017-04-12 11:49:07-04
25790,322,7091,4.99,2017-04-27 03:12:36-04
25791,322,8142,4.99,2017-04-28 18:50:20-04
25792,322,9104,7.99,2017-04-30 07:18:21-04
25793,322,9115,4.99,2017-04-30 07:42:21-04
25794,322,9252,1.99,2017-04-30 12:48:25-04
25795,323,3704,6.99,2017-04-06 08:45:11-04
25796,323,4572,1.99,2017-04-08 04:05:25-04
25797,323,5669,4.99,2017-04-10 06:41:19-04
25798,323,5906,1.99,2017-04-10 19:10:07-04
25799,323,6840,3.99,2017-04-12 17:31:48-04
25800,323,7146,7.99,2017-04-27 05:30:56-04
25801,323,7275,2.99,2017-04-27 10:07:34-04
25802,323,7695,5.99,2017-04-28 02:09:39-04
25803,323,7847,1.99,2017-04-28 07:51:40-04
25804,323,7937,4.99,2017-04-28 11:06:48-04
25805,323,8474,0.99,2017-04-29 07:05:22-04
25806,323,8790,0.99,2017-04-29 19:20:07-04
25807,323,9363,2.99,2017-04-30 17:12:49-04
25808,323,10002,4.99,2017-04-30 16:16:42-04
25809,323,10028,4.99,2017-04-30 17:04:20-04
25810,324,3947,4.99,2017-04-06 20:10:47-04
25811,324,4197,0.99,2017-04-07 09:36:18-04
25812,324,4368,4.99,2017-04-07 18:23:45-04
25813,324,5702,2.99,2017-04-10 08:28:27-04
25814,324,5778,0.99,2017-04-10 12:10:03-04
25815,324,6034,2.99,2017-04-11 01:29:16-04
25816,324,6299,4.99,2017-04-11 16:13:34-04
25817,324,7240,3.99,2017-04-27 08:49:41-04
25818,324,7263,7.99,2017-04-27 09:45:48-04
25819,324,7960,6.99,2017-04-28 12:15:34-04
25820,324,8698,3.99,2017-04-29 15:20:43-04
25821,324,9651,4.99,2017-04-30 04:17:15-04
25822,324,10212,2.99,2017-04-30 23:30:01-04
25823,325,5470,5.99,2017-04-09 21:39:15-04
25824,325,5740,2.99,2017-04-10 10:20:24-04
25825,325,5775,4.99,2017-04-10 12:02:52-04
25826,325,6135,4.99,2017-04-11 07:00:49-04
25827,325,6622,0.99,2017-04-12 07:32:37-04
25828,325,7223,9.99,2017-04-27 08:10:53-04
25829,325,7687,2.99,2017-04-28 01:48:52-04
25830,325,8539,0.99,2017-04-29 09:16:50-04
25831,325,10030,2.99,2017-04-30 17:08:02-04
25832,325,10070,4.99,2017-04-30 18:14:55-04
25833,326,3886,0.99,2017-04-06 17:12:50-04
25834,326,4160,7.99,2017-04-07 07:41:43-04
25835,326,5147,5.99,2017-04-09 06:46:07-04
25836,326,7117,2.99,2017-04-27 04:17:02-04
25837,326,7725,2.99,2017-04-28 03:15:40-04
25838,326,7931,4.99,2017-04-28 10:52:07-04
25839,326,8467,5.99,2017-04-29 06:54:01-04
25840,326,8604,4.99,2017-04-29 11:35:39-04
25841,326,8739,2.99,2017-04-29 17:02:59-04
25842,326,9855,0.99,2017-04-30 11:28:59-04
25843,326,10108,0.99,2017-04-30 19:30:40-04
25844,326,10173,4.99,2017-04-30 22:05:25-04
25845,327,4445,4.99,2017-04-07 21:36:48-04
25846,327,4521,0.99,2017-04-08 01:26:22-04
25847,327,6618,2.99,2017-04-12 07:10:08-04
25848,327,7458,1.99,2017-04-27 17:04:43-04
25849,327,7808,1.99,2017-04-28 06:27:22-04
25850,328,5450,4.99,2017-04-09 20:41:51-04
25851,328,8017,1.99,2017-04-28 14:04:07-04
25852,328,8577,6.99,2017-04-29 10:24:56-04
25853,328,8780,4.99,2017-04-29 18:48:11-04
25854,328,9557,2.99,2017-04-30 00:42:27-04
25855,328,9835,2.99,2017-04-30 10:36:01-04
25856,329,3976,2.99,2017-04-06 21:28:46-04
25857,329,4076,4.99,2017-04-07 03:20:41-04
25858,329,4415,4.99,2017-04-07 20:30:09-04
25859,329,4465,1.99,2017-04-07 22:36:11-04
25860,329,4674,2.99,2017-04-08 08:47:54-04
25861,329,7980,4.99,2017-04-28 12:45:15-04
25862,329,8172,7.99,2017-04-28 20:03:02-04
25863,329,8460,6.99,2017-04-29 06:36:29-04
25864,329,8941,0.99,2017-04-30 01:27:47-04
25865,329,9024,4.99,2017-04-30 04:13:08-04
25866,329,9219,0.99,2017-04-30 11:43:47-04
25867,329,9381,0.99,2017-04-30 17:51:30-04
25868,329,9827,6.99,2017-04-30 10:25:21-04
25869,330,3603,4.99,2017-04-06 03:53:29-04
25870,330,3659,2.99,2017-04-06 06:31:40-04
25871,330,3760,2.99,2017-04-06 11:17:54-04
25872,330,4124,1.99,2017-04-07 05:48:20-04
25873,330,5149,2.99,2017-04-09 06:56:49-04
25874,330,5750,5.99,2017-04-10 10:49:07-04
25875,330,6656,0.99,2017-04-12 09:38:13-04
25876,330,6678,2.99,2017-04-12 10:27:02-04
25877,330,6719,2.99,2017-04-12 12:09:03-04
25878,330,7894,2.99,2017-04-28 09:22:24-04
25879,330,8680,4.99,2017-04-29 14:36:29-04
25880,330,10100,4.99,2017-04-30 19:15:44-04
25881,331,3505,4.99,2017-04-05 22:47:58-04
25882,331,3613,4.99,2017-04-06 04:14:19-04
25883,331,3871,8.99,2017-04-06 16:27:17-04
25884,331,4051,4.99,2017-04-07 02:05:54-04
25885,331,4063,5.99,2017-04-07 02:52:23-04
25886,331,4326,10.99,2017-04-07 16:29:48-04
25887,331,5152,2.99,2017-04-09 07:03:10-04
25888,331,5885,1.99,2017-04-10 18:02:16-04
25889,331,5947,5.99,2017-04-10 21:36:08-04
25890,331,8231,0.99,2017-04-28 22:43:03-04
25891,331,8995,4.99,2017-04-30 03:21:37-04
25892,331,9401,5.99,2017-04-30 18:46:45-04
25893,331,10188,6.99,2017-04-30 22:48:07-04
25894,332,4100,6.99,2017-04-07 04:49:18-04
25895,332,4302,6.99,2017-04-07 15:16:19-04
25896,332,5116,2.99,2017-04-09 05:38:38-04
25897,332,5277,1.99,2017-04-09 13:09:08-04
25898,332,5381,2.99,2017-04-09 17:39:37-04
25899,332,5388,0.99,2017-04-09 17:53:51-04
25900,332,5440,0.99,2017-04-09 20:13:43-04
25901,332,7049,7.99,2017-04-27 02:01:07-04
25902,332,7418,2.99,2017-04-27 15:27:35-04
25903,332,7577,8.99,2017-04-27 21:24:33-04
25904,332,7578,4.99,2017-04-27 21:26:43-04
25905,332,7934,8.99,2017-04-28 11:01:36-04
25906,332,8173,6.99,2017-04-28 20:04:10-04
25907,332,9324,1.99,2017-04-30 15:57:18-04
25908,332,9388,5.99,2017-04-30 17:55:48-04
25909,332,9921,0.99,2017-04-30 13:27:47-04
25910,332,10026,4.99,2017-04-30 17:00:17-04
25911,333,5032,0.99,2017-04-09 01:08:13-04
25912,333,5645,1.99,2017-04-10 05:26:47-04
25913,333,5892,4.99,2017-04-10 18:31:08-04
25914,333,6275,0.99,2017-04-11 14:40:37-04
25915,333,6931,4.99,2017-04-26 21:31:23-04
25916,333,6958,0.99,2017-04-26 22:31:07-04
25917,333,7076,6.99,2017-04-27 02:40:40-04
25918,333,7246,0.99,2017-04-27 08:59:07-04
25919,333,8719,4.99,2017-04-29 16:14:11-04
25920,333,9148,4.99,2017-04-30 09:07:36-04
25921,333,9338,10.99,2017-04-30 16:31:39-04
25922,333,10035,4.99,2017-04-30 17:15:12-04
25923,333,10062,2.99,2017-04-30 17:53:21-04
25924,334,3662,4.99,2017-04-06 06:40:14-04
25925,334,4603,6.99,2017-04-08 05:25:33-04
25926,334,5014,4.99,2017-04-09 00:20:15-04
25927,334,5434,0.99,2017-04-09 19:53:46-04
25928,334,5818,5.99,2017-04-10 14:19:38-04
25929,334,5845,4.99,2017-04-10 15:51:40-04
25930,334,6641,5.99,2017-04-12 09:01:40-04
25931,334,6749,4.99,2017-04-12 13:11:31-04
25932,334,6987,2.99,2017-04-26 23:28:16-04
25933,334,8977,7.99,2017-04-30 02:42:33-04
25934,334,9633,2.99,2017-04-30 03:32:34-04
25935,334,10207,3.99,2017-04-30 23:21:27-04
25936,335,3607,0.99,2017-04-06 03:58:35-04
25937,335,4016,0.99,2017-04-06 23:34:16-04
25938,335,4032,2.99,2017-04-07 01:02:39-04
25939,335,4279,4.99,2017-04-07 13:30:19-04
25940,335,4387,8.99,2017-04-07 19:25:13-04
25941,335,5024,4.99,2017-04-09 00:53:38-04
25942,335,5252,0.99,2017-04-09 12:09:10-04
25943,335,5728,2.99,2017-04-10 09:54:40-04
25944,335,6624,7.99,2017-04-12 07:34:16-04
25945,335,6906,0.99,2017-04-12 20:31:28-04
25946,335,8634,3.99,2017-04-29 12:48:23-04
25947,335,8855,2.99,2017-04-29 22:08:36-04
25948,335,9125,5.99,2017-04-30 08:12:05-04
25949,335,9361,4.99,2017-04-30 17:12:15-04
25950,335,9428,0.99,2017-04-30 19:47:03-04
25951,336,4323,5.99,2017-04-07 16:24:19-04
25952,336,4595,2.99,2017-04-08 05:08:51-04
25953,336,5649,2.99,2017-04-10 05:43:33-04
25954,336,5667,0.99,2017-04-10 06:39:29-04
25955,336,6263,4.99,2017-04-11 14:02:16-04
25956,336,6382,6.99,2017-04-11 20:27:19-04
25957,336,8275,4.99,2017-04-29 00:04:13-04
25958,336,8407,6.99,2017-04-29 05:05:28-04
25959,336,8607,4.99,2017-04-29 11:46:26-04
25960,336,8951,8.99,2017-04-30 01:46:50-04
25961,336,9306,0.99,2017-04-30 15:15:43-04
25962,336,10055,0.99,2017-04-30 17:44:24-04
25963,337,3626,5.99,2017-04-06 04:44:01-04
25964,337,4091,6.99,2017-04-07 04:22:04-04
25965,337,4093,4.99,2017-04-07 04:23:16-04
25966,337,4855,4.99,2017-04-08 17:14:16-04
25967,337,5050,2.99,2017-04-09 02:23:04-04
25968,337,6212,0.99,2017-04-11 11:09:14-04
25969,337,6305,7.99,2017-04-11 16:30:51-04
25970,337,6620,2.99,2017-04-12 07:19:29-04
25971,337,7410,4.99,2017-04-27 15:10:25-04
25972,337,8516,4.99,2017-04-29 08:28:29-04
25973,337,8919,8.99,2017-04-30 00:25:29-04
25974,337,9051,5.99,2017-04-30 05:34:20-04
25975,338,3516,0.99,2017-04-05 23:18:56-04
25976,338,3772,2.99,2017-04-06 11:51:19-04
25977,338,4104,5.99,2017-04-07 04:54:07-04
25978,338,4779,4.99,2017-04-08 14:22:07-04
25979,338,5309,4.99,2017-04-09 14:28:42-04
25980,338,6236,2.99,2017-04-11 12:46:43-04
25981,338,6360,4.99,2017-04-11 19:36:06-04
25982,338,7584,3.99,2017-04-27 21:44:12-04
25983,338,8766,0.99,2017-04-29 18:09:30-04
25984,338,9485,7.99,2017-04-30 22:01:06-04
25985,339,3536,2.99,2017-04-06 00:04:37-04
25986,339,4243,4.99,2017-04-07 12:08:24-04
25987,339,4467,0.99,2017-04-07 22:42:18-04
25988,339,4967,3.99,2017-04-08 22:16:29-04
25989,339,5720,3.99,2017-04-10 09:37:38-04
25990,339,6072,6.99,2017-04-11 03:21:06-04
25991,339,6425,0.99,2017-04-11 22:23:18-04
25992,339,6682,7.99,2017-04-12 10:41:09-04
25993,339,7244,2.99,2017-04-27 08:55:59-04
25994,339,7973,4.99,2017-04-28 12:38:32-04
25995,339,8968,0.99,2017-04-30 02:25:58-04
25996,339,9208,5.99,2017-04-30 11:22:29-04
25997,339,9663,4.99,2017-04-30 04:39:14-04
25998,340,4475,2.99,2017-04-07 22:55:56-04
25999,340,4742,0.99,2017-04-08 12:03:49-04
26000,340,6381,4.99,2017-04-11 20:27:14-04
26001,340,7617,2.99,2017-04-27 22:47:06-04
26002,340,8274,4.99,2017-04-29 00:02:58-04
26003,340,8541,0.99,2017-04-29 09:23:27-04
26004,340,8551,4.99,2017-04-29 09:41:37-04
26005,340,8606,4.99,2017-04-29 11:42:50-04
26006,340,9834,2.99,2017-04-30 10:34:08-04
26007,341,3938,4.99,2017-04-06 19:44:11-04
26008,341,4624,2.99,2017-04-08 06:40:43-04
26009,341,5487,4.99,2017-04-09 22:30:16-04
26010,341,5931,0.99,2017-04-10 20:32:45-04
26011,341,7473,2.99,2017-04-27 17:34:06-04
26012,341,8661,2.99,2017-04-29 13:56:50-04
26013,341,8728,9.99,2017-04-29 16:41:15-04
26014,342,5617,0.99,2017-04-10 03:57:16-04
26015,342,6060,4.99,2017-04-11 02:34:43-04
26016,342,6429,8.99,2017-04-11 22:31:16-04
26017,342,6736,2.99,2017-04-12 12:45:16-04
26018,342,6787,7.99,2017-04-12 15:01:54-04
26019,342,6997,0.99,2017-04-26 23:42:28-04
26020,342,7280,2.99,2017-04-27 10:19:18-04
26021,342,9164,2.99,2017-04-30 09:52:40-04
26022,342,9526,0.99,2017-04-30 23:30:48-04
26023,342,9948,5.99,2017-04-30 14:18:07-04
26024,342,9955,0.99,2017-04-30 14:29:52-04
26025,342,9956,4.99,2017-04-30 14:32:13-04
26026,343,3978,5.99,2017-04-06 21:32:59-04
26027,343,4472,7.99,2017-04-07 22:50:32-04
26028,343,5097,4.99,2017-04-09 04:38:17-04
26029,343,5337,3.99,2017-04-09 15:32:16-04
26030,343,7069,6.99,2017-04-27 02:28:01-04
26031,343,8012,5.99,2017-04-28 13:57:26-04
26032,343,8088,9.99,2017-04-28 16:52:15-04
26033,343,9458,5.99,2017-04-30 20:53:00-04
26034,343,9739,2.99,2017-04-30 07:36:29-04
26035,344,4028,5.99,2017-04-07 00:47:40-04
26036,344,4347,3.99,2017-04-07 17:27:23-04
26037,344,6363,5.99,2017-04-11 19:41:45-04
26038,344,7480,4.99,2017-04-27 17:48:19-04
26039,344,8561,2.99,2017-04-29 09:57:38-04
26040,344,9788,4.99,2017-04-30 08:56:47-04
26041,345,4422,2.99,2017-04-07 20:38:11-04
26042,345,4425,2.99,2017-04-07 20:51:10-04
26043,345,4450,4.99,2017-04-07 21:48:31-04
26044,345,5508,3.99,2017-04-09 23:18:27-04
26045,345,6307,7.99,2017-04-11 16:32:55-04
26046,345,7092,6.99,2017-04-27 03:14:26-04
26047,345,8129,2.99,2017-04-28 18:15:28-04
26048,345,8694,8.99,2017-04-29 15:13:14-04
26049,345,9163,4.99,2017-04-30 09:51:48-04
26050,345,9207,2.99,2017-04-30 11:18:23-04
26051,345,10215,8.99,2017-04-30 23:32:54-04
26052,346,4420,4.99,2017-04-07 20:35:57-04
26053,346,4958,8.99,2017-04-08 21:48:18-04
26054,346,5428,4.99,2017-04-09 19:41:16-04
26055,346,5557,4.99,2017-04-10 01:38:47-04
26056,346,6136,4.99,2017-04-11 07:02:35-04
26057,346,6323,2.99,2017-04-11 17:30:45-04
26058,346,6881,8.99,2017-04-12 19:15:01-04
26059,346,7943,6.99,2017-04-28 11:19:21-04
26060,346,8272,5.99,2017-04-28 23:58:17-04
26061,346,8505,6.99,2017-04-29 07:51:18-04
26062,346,8543,0.99,2017-04-29 09:30:23-04
26063,346,8732,8.99,2017-04-29 16:53:29-04
26064,346,9566,4.99,2017-04-30 01:00:36-04
26065,346,9848,4.99,2017-04-30 11:12:59-04
26066,346,9927,2.99,2017-04-30 13:40:39-04
26067,347,3605,0.99,2017-04-06 03:55:41-04
26068,347,3666,4.99,2017-04-06 06:56:09-04
26069,347,4232,5.99,2017-04-07 11:17:38-04
26070,347,4523,6.99,2017-04-08 01:35:25-04
26071,347,5471,0.99,2017-04-09 21:40:18-04
26072,347,5819,2.99,2017-04-10 14:24:46-04
26073,347,6121,1.99,2017-04-11 06:23:53-04
26074,347,7811,0.99,2017-04-28 06:34:27-04
26075,347,8148,4.99,2017-04-28 19:08:13-04
26076,347,8153,4.99,2017-04-28 19:24:15-04
26077,347,8176,4.99,2017-04-28 20:10:34-04
26078,347,8378,4.99,2017-04-29 03:57:01-04
26079,347,8771,2.99,2017-04-29 18:23:07-04
26080,347,9013,4.99,2017-04-30 03:47:46-04
26081,347,9582,4.99,2017-04-30 01:33:45-04
26082,347,9856,3.99,2017-04-30 11:29:01-04
26083,347,9876,2.99,2017-04-30 12:06:17-04
26084,348,3494,4.99,2017-04-05 22:15:56-04
26085,348,3610,4.99,2017-04-06 04:05:25-04
26086,348,4556,9.99,2017-04-08 03:17:07-04
26087,348,4633,0.99,2017-04-08 07:08:05-04
26088,348,4699,0.99,2017-04-08 10:05:22-04
26089,348,4807,8.99,2017-04-08 15:30:14-04
26090,348,5345,4.99,2017-04-09 15:56:44-04
26091,348,5965,0.99,2017-04-10 22:20:18-04
26092,348,6776,2.99,2017-04-12 14:30:35-04
26093,348,7380,2.99,2017-04-27 14:05:27-04
26094,348,7482,6.99,2017-04-27 17:52:42-04
26095,348,7825,4.99,2017-04-28 07:03:23-04
26096,348,8500,2.99,2017-04-29 07:40:27-04
26097,348,8569,4.99,2017-04-29 10:07:43-04
26098,348,8682,4.99,2017-04-29 14:43:52-04
26099,348,9482,2.99,2017-04-30 21:57:42-04
26100,349,3488,3.99,2017-04-05 22:01:15-04
26101,349,4190,2.99,2017-04-07 09:21:05-04
26102,349,4494,5.99,2017-04-08 00:11:11-04
26103,349,4881,0.99,2017-04-08 18:09:00-04
26104,349,5433,4.99,2017-04-09 19:50:26-04
26105,349,7002,4.99,2017-04-26 23:54:40-04
26106,349,7046,4.99,2017-04-27 01:56:22-04
26107,349,7702,2.99,2017-04-28 02:24:31-04
26108,349,8297,4.99,2017-04-29 01:14:12-04
26109,349,9262,1.99,2017-04-30 13:13:28-04
26110,349,9670,5.99,2017-04-30 05:01:59-04
26111,349,9731,0.99,2017-04-30 07:23:13-04
26112,350,3529,0.99,2017-04-05 23:43:52-04
26113,350,3893,5.99,2017-04-06 17:27:57-04
26114,350,4767,2.99,2017-04-08 13:47:19-04
26115,350,5240,0.99,2017-04-09 11:43:14-04
26116,350,5303,2.99,2017-04-09 14:12:35-04
26117,350,5786,1.99,2017-04-10 12:35:10-04
26118,350,6408,3.99,2017-04-11 21:31:28-04
26119,350,7416,4.99,2017-04-27 15:23:51-04
26120,351,3836,2.99,2017-04-06 14:54:30-04
26121,351,4544,0.99,2017-04-08 02:39:30-04
26122,351,4756,1.99,2017-04-08 12:52:26-04
26123,351,4761,5.99,2017-04-08 13:20:11-04
26124,351,5280,0.99,2017-04-09 13:23:33-04
26125,351,5912,3.99,2017-04-10 19:26:48-04
26126,351,6180,3.99,2017-04-11 09:35:16-04
26127,351,6664,4.99,2017-04-12 09:56:48-04
26128,351,6777,5.99,2017-04-12 14:33:06-04
26129,351,7630,4.99,2017-04-27 23:29:29-04
26130,351,8512,4.99,2017-04-29 08:16:29-04
26131,351,9707,7.99,2017-04-30 06:12:44-04
26132,351,10119,0.99,2017-04-30 19:49:25-04
26133,352,4116,4.99,2017-04-07 05:24:39-04
26134,352,6329,5.99,2017-04-11 17:39:04-04
26135,352,7033,2.99,2017-04-27 01:31:51-04
26136,352,7419,7.99,2017-04-27 15:32:41-04
26137,352,7512,6.99,2017-04-27 19:09:06-04
26138,352,7579,4.99,2017-04-27 21:35:07-04
26139,352,7845,5.99,2017-04-28 07:46:33-04
26140,352,7886,2.99,2017-04-28 09:06:21-04
26141,352,9463,0.99,2017-04-30 20:59:23-04
26142,353,4380,5.99,2017-04-07 19:03:26-04
26143,353,6559,1.99,2017-04-12 03:49:01-04
26144,353,6610,3.99,2017-04-12 06:48:28-04
26145,353,7993,3.99,2017-04-28 13:25:07-04
26146,353,10071,2.99,2017-04-30 18:18:01-04
26147,354,3821,2.99,2017-04-06 14:04:46-04
26148,354,4034,0.99,2017-04-07 01:04:59-04
26149,354,4449,5.99,2017-04-07 21:47:24-04
26150,354,4745,2.99,2017-04-08 12:13:35-04
26151,354,5354,4.99,2017-04-09 16:32:59-04
26152,354,5556,4.99,2017-04-10 01:38:43-04
26153,354,5873,3.99,2017-04-10 17:30:36-04
26154,354,6054,0.99,2017-04-11 02:27:05-04
26155,354,6838,4.99,2017-04-12 17:29:56-04
26156,354,6926,0.99,2017-04-26 21:21:11-04
26157,354,6939,5.99,2017-04-26 21:46:17-04
26158,354,7148,0.99,2017-04-27 05:32:35-04
26159,354,7235,2.99,2017-04-27 08:37:56-04
26160,354,7241,0.99,2017-04-27 08:54:15-04
26161,354,8321,4.99,2017-04-29 02:19:20-04
26162,354,8477,8.99,2017-04-29 07:09:02-04
26163,354,8609,4.99,2017-04-29 11:47:51-04
26164,354,8921,0.99,2017-04-30 00:32:28-04
26165,354,9130,2.99,2017-04-30 08:23:36-04
26166,355,3567,5.99,2017-04-06 01:38:02-04
26167,355,3730,6.99,2017-04-06 09:59:50-04
26168,355,5210,4.99,2017-04-09 09:52:45-04
26169,355,5564,5.99,2017-04-10 01:51:31-04
26170,355,6127,0.99,2017-04-11 06:35:25-04
26171,355,6262,6.99,2017-04-11 14:01:50-04
26172,355,6437,2.99,2017-04-11 22:48:55-04
26173,355,6669,4.99,2017-04-12 10:08:21-04
26174,355,7108,4.99,2017-04-27 03:56:58-04
26175,355,7477,5.99,2017-04-27 17:39:29-04
26176,355,8418,1.99,2017-04-29 05:22:47-04
26177,356,3829,6.99,2017-04-06 14:28:06-04
26178,356,4599,4.99,2017-04-08 05:16:52-04
26179,356,5513,0.99,2017-04-09 23:34:07-04
26180,356,6593,4.99,2017-04-12 05:49:43-04
26181,356,6648,0.99,2017-04-12 09:14:56-04
26182,356,7079,2.99,2017-04-27 02:50:24-04
26183,356,7758,1.99,2017-04-28 04:52:07-04
26184,356,7902,0.99,2017-04-28 09:42:45-04
26185,356,8198,3.99,2017-04-28 21:36:31-04
26186,356,8975,5.99,2017-04-30 02:38:44-04
26187,356,9037,4.99,2017-04-30 04:51:40-04
26188,356,9523,3.99,2017-04-30 23:24:35-04
26189,356,9883,6.99,2017-04-30 12:22:03-04
26190,357,3865,3.99,2017-04-06 16:15:23-04
26191,357,4478,0.99,2017-04-07 23:07:34-04
26192,357,5896,0.99,2017-04-10 18:44:22-04
26193,357,6288,8.99,2017-04-11 15:30:18-04
26194,357,6367,4.99,2017-04-11 19:46:55-04
26195,357,6405,2.99,2017-04-11 21:21:38-04
26196,357,6839,0.99,2017-04-12 17:31:45-04
26197,357,7353,2.99,2017-04-27 13:07:05-04
26198,357,7366,5.99,2017-04-27 13:29:43-04
26199,357,8041,2.99,2017-04-28 15:08:22-04
26200,357,8124,2.99,2017-04-28 17:57:24-04
26201,357,9233,3.99,2017-04-30 12:12:41-04
26202,358,3753,2.99,2017-04-06 11:02:32-04
26203,358,3809,2.99,2017-04-06 13:45:03-04
26204,358,5023,5.99,2017-04-09 00:51:42-04
26205,358,6362,2.99,2017-04-11 19:37:57-04
26206,358,8621,2.99,2017-04-29 12:21:08-04
26207,358,9062,0.99,2017-04-30 05:51:43-04
26208,358,9568,0.99,2017-04-30 01:06:10-04
26209,358,10193,2.99,2017-04-30 23:01:53-04
26210,359,4830,7.99,2017-04-08 16:24:49-04
26211,359,6424,9.99,2017-04-11 22:18:03-04
26212,359,6542,2.99,2017-04-12 03:22:15-04
26213,359,6741,0.99,2017-04-12 12:52:42-04
26214,359,7098,0.99,2017-04-27 03:29:34-04
26215,359,7115,0.99,2017-04-27 04:11:24-04
26216,359,8174,4.99,2017-04-28 20:05:18-04
26217,359,9898,4.99,2017-04-30 12:40:29-04
26218,359,10174,5.99,2017-04-30 22:08:34-04
26219,360,4056,4.99,2017-04-07 02:26:02-04
26220,360,4487,7.99,2017-04-07 23:48:48-04
26221,360,5456,2.99,2017-04-09 21:00:11-04
26222,360,5834,1.99,2017-04-10 15:12:38-04
26223,360,5995,3.99,2017-04-10 23:44:05-04
26224,360,6442,0.99,2017-04-11 22:58:11-04
26225,360,6770,5.99,2017-04-12 14:18:06-04
26226,360,7251,2.99,2017-04-27 09:13:21-04
26227,360,7588,9.99,2017-04-27 21:51:57-04
26228,360,7654,4.99,2017-04-28 00:28:40-04
26229,360,7908,3.99,2017-04-28 10:01:23-04
26230,360,8220,2.99,2017-04-28 22:15:07-04
26231,360,8361,2.99,2017-04-29 03:37:23-04
26232,360,9283,4.99,2017-04-30 13:53:45-04
26233,360,9352,0.99,2017-04-30 16:57:52-04
26234,360,9623,2.99,2017-04-30 02:58:28-04
26235,360,9659,3.99,2017-04-30 04:30:40-04
26236,361,5154,2.99,2017-04-09 07:14:44-04
26237,361,6152,0.99,2017-04-11 07:54:18-04
26238,361,6829,4.99,2017-04-12 17:07:25-04
26239,361,6911,0.99,2017-04-12 20:43:00-04
26240,361,6914,1.99,2017-04-12 20:55:22-04
26241,361,7538,2.99,2017-04-27 20:06:30-04
26242,361,7712,2.99,2017-04-28 02:58:19-04
26243,361,8189,4.99,2017-04-28 21:04:52-04
26244,361,10145,1.99,2017-04-30 20:43:39-04
26245,361,10151,4.99,2017-04-30 20:51:03-04
26246,362,4646,8.99,2017-04-08 07:51:52-04
26247,362,5227,4.99,2017-04-09 10:45:05-04
26248,362,5563,1.99,2017-04-10 01:49:28-04
